,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
HYOU1,0.4616,0.5384,-0.15390306004640142,7.898919e-05,8.341192e-05,1e-05,0.25,-0.18303835,-0.16478014,1.427833,-7.9233627,10.818252,0.10870947,0.1086335,0.07171010807374444,0.0952925481227368,0.7430490851402283,0.7614853382110596,False,10kpbmc vs Rest,10kpbmc,Rest
PMVK,0.4614,0.5386,-0.15470783153133105,0.00014416431,0.00013430216,1e-05,0.25,0.20374271,0.15406084,1.3744016,-4.511634,5.7590437,0.14647171,0.235182,0.11748251748251748,0.18944158566800076,1.2975547313690186,1.3006216287612915,False,10kpbmc vs Rest,10kpbmc,Rest
BACH2,0.4612,0.5388,-0.15551265301850026,0.000116296374,9.800723e-05,1e-05,0.25,0.14373761,0.15257931,4.660123,-12.721039,12.196858,0.078448825,0.086906806,0.06776859504132231,0.0714694110920526,1.286173939704895,1.161277174949646,False,10kpbmc vs Rest,10kpbmc,Rest
GPAT2,0.4612,0.5388,-0.15551265301850026,4.438262e-06,7.682168e-06,1e-05,0.25,-0.8526344,-0.8624449,2.3375974,-10.6288185,9.584478,0.0053401142,0.012959787,0.003814367450731087,0.012006861063464836,0.04443202540278435,0.07804816961288452,False,10kpbmc vs Rest,10kpbmc,Rest
SPI1,0.4612,0.5388,-0.15551265301850026,0.00050442584,0.00034793673,1e-05,0.25,0.042487096,0.15169811,4.9849644,-13.237292,11.86186,1.2083917,1.2752049,0.2957406230133503,0.29426338860301127,5.414533615112305,3.7081634998321533,False,10kpbmc vs Rest,10kpbmc,Rest
SAMHD1,0.4612,0.5388,-0.15551265301850026,0.0010757507,0.0009944794,1e-05,0.25,0.08104982,0.14521122,1.5219291,-6.285408,6.620365,1.1371901,2.0405946,0.5202797202797202,0.5469792262245092,10.109598159790039,9.432506561279297,False,10kpbmc vs Rest,10kpbmc,Rest
NRGN,0.4612,0.5388,-0.15551265301850026,0.00022651891,0.00012171422,1e-05,0.25,0.14675614,0.24455118,4.5778637,-13.617722,15.004267,0.42199618,0.30855727,0.19694850603941513,0.15799504478749762,2.106534242630005,1.2032763957977295,False,10kpbmc vs Rest,10kpbmc,Rest
ADGRE1,0.461,0.5389999999999999,-0.15631752477325034,2.0803787e-05,2.6887363e-05,1e-05,0.25,-0.6412014,-0.57782745,3.7974908,-11.665033,10.35935,0.037507948,0.07242233,0.034329307056579786,0.05870020964360587,0.19292837381362915,0.25218677520751953,False,10kpbmc vs Rest,10kpbmc,Rest
PLEKHF1,0.461,0.5389999999999999,-0.15631752477325034,0.00010532428,0.00012272145,1e-05,0.25,-0.108553134,0.02633524,4.3224196,-13.122622,12.098999,0.081627466,0.13836478,0.07209154481881755,0.10386887745378312,1.1104267835617065,1.2994086742401123,False,10kpbmc vs Rest,10kpbmc,Rest
JAK2,0.461,0.5389999999999999,-0.15631752477325034,8.716952e-05,0.00010348119,1e-05,0.25,-0.13538209,-0.14426899,1.6700554,-6.3759365,4.827796,0.1252384,0.24204308,0.10311506675143038,0.16352201257861634,0.7701637148857117,0.9559087753295898,False,10kpbmc vs Rest,10kpbmc,Rest
BATF3,0.461,0.5389999999999999,-0.15631752477325034,9.405403e-06,2.0246202e-05,1e-05,0.25,-1.3637124,-1.3605118,3.2246134,-13.384049,10.547062,0.02937063,0.09738898,0.020343293070565798,0.055079092814941874,0.10190713405609131,0.23258638381958008,False,10kpbmc vs Rest,10kpbmc,Rest
TIFA,0.461,0.5389999999999999,-0.15631752477325034,8.477417e-05,7.544123e-05,1e-05,0.25,0.051765174,0.13252068,1.7661506,-5.9477463,6.870761,0.095104896,0.118734516,0.07527018436109345,0.10158185629883743,0.9072532653808594,0.817836582660675,False,10kpbmc vs Rest,10kpbmc,Rest
ZNF467,0.4608,0.5392,-0.1571224470610212,0.0001015947,9.135825e-05,1e-05,0.25,-0.1984063,-0.08193874,3.4488873,-12.192635,11.316088,0.1958042,0.2559558,0.13846153846153847,0.16657137411854392,1.06123948097229,0.914686918258667,False,10kpbmc vs Rest,10kpbmc,Rest
A2M,0.4604,0.5396000000000001,-0.15873244429787647,2.6966552e-06,8.553931e-06,1e-05,0.25,-1.2074964,-1.3210983,3.21302,-11.13477,9.076637,0.0026700571,0.005526968,0.0025429116338207248,0.004955212502382313,0.022832732647657394,0.08945620059967041,False,10kpbmc vs Rest,10kpbmc,Rest
MIS18BP1,0.4604,0.5396000000000001,-0.15873244429787647,0.00031090155,0.00035075162,1e-05,0.25,-0.12903172,-0.1535263,0.9372662,-7.0186644,7.0913506,0.3308328,0.5995807,0.2364907819453274,0.32532875929102345,2.5920300483703613,3.08349347114563,False,10kpbmc vs Rest,10kpbmc,Rest
RGCC,0.4604,0.5396000000000001,-0.15873244429787647,0.00031220287,0.00033296295,1e-05,0.25,-0.025984246,-0.024897575,2.4370873,-7.3696327,7.57306,0.3088366,0.48141795,0.20508582326764144,0.2628168477225081,3.7113070487976074,4.337337493896484,False,10kpbmc vs Rest,10kpbmc,Rest
IRF8,0.4602,0.5398000000000001,-0.15953751977833608,0.00021888147,0.00017565223,1e-05,0.25,0.064924516,0.08227396,3.9117212,-12.432794,11.4154215,0.3684679,0.49456832,0.18779402415766053,0.21459881837240327,2.632279872894287,1.9934399127960205,False,10kpbmc vs Rest,10kpbmc,Rest
KRT18,0.4602,0.5398000000000001,-0.15953751977833608,1.702824e-05,1.5661335e-05,1e-05,0.25,0.81345475,0.8189087,3.8111973,-11.39742,11.937069,0.014240305,0.019630264,0.01284170375079466,0.01791499904707452,0.19035682082176208,0.21892555058002472,False,10kpbmc vs Rest,10kpbmc,Rest
GNB4,0.46,0.54,-0.16034264685456767,5.5451233e-05,4.8318703e-05,1e-05,0.25,0.27915567,0.25694418,3.1338475,-8.793146,8.736705,0.10820089,0.14941871,0.08887476160203434,0.1097770154373928,0.5592476725578308,0.4879891872406006,False,10kpbmc vs Rest,10kpbmc,Rest
TCEA3,0.4598,0.5402,-0.1611478257925102,9.6249845e-05,4.5585333e-05,1e-05,0.25,0.62646544,0.62665606,4.3985815,-11.336442,12.040662,0.053782582,0.05565085,0.04678957406230134,0.04707451877263198,0.9464588165283203,0.5454967617988586,False,10kpbmc vs Rest,10kpbmc,Rest
F2R,0.4598,0.5402,-0.1611478257925102,9.2058384e-05,4.1748845e-05,1e-05,0.25,0.8473933,0.7669096,4.4776735,-11.781771,12.799411,0.06064844,0.038688775,0.052638270820089005,0.03201829616923957,0.8163171410560608,0.33592885732650757,False,10kpbmc vs Rest,10kpbmc,Rest
CYB561A3,0.4598,0.5402,-0.1611478257925102,0.00021851051,0.00018138316,1e-05,0.25,0.15936172,0.17423725,1.4660865,-7.265274,10.2069025,0.23649079,0.32018295,0.1722822631913541,0.20659424433009338,2.4103236198425293,1.7943700551986694,False,10kpbmc vs Rest,10kpbmc,Rest
ARMH1,0.4598,0.5402,-0.1611478257925102,0.0002459761,0.00019103807,1e-05,0.25,-0.03221652,0.04410267,2.8143036,-11.227159,9.528056,0.2041958,0.24109015,0.15422759059122695,0.17895940537449972,2.48893141746521,2.0251543521881104,False,10kpbmc vs Rest,10kpbmc,Rest
CPM,0.4598,0.5402,-0.1611478257925102,2.7155653e-05,2.7371798e-05,1e-05,0.25,-0.35069132,-0.31237984,2.8718963,-8.778554,9.595746,0.046153847,0.062321328,0.03966942148760331,0.05336382694873261,0.26308703422546387,0.25154179334640503,False,10kpbmc vs Rest,10kpbmc,Rest
AC079322.1,0.4596,0.5404,-0.16195305685820416,3.6333133e-06,8.37607e-06,1e-05,0.25,-0.97426456,-0.93162346,2.1734247,-10.530991,8.048281,0.0031786396,0.008385744,0.0029243483788938336,0.007623403849818944,0.03270988166332245,0.08089296519756317,False,10kpbmc vs Rest,10kpbmc,Rest
SRPK1,0.4594,0.5406,-0.1627583403177919,0.00012712242,0.00011600236,1e-05,0.25,0.10703387,0.15515757,1.4642293,-4.788212,6.1752243,0.12218691,0.1393177,0.09904640813731723,0.12216504669334859,1.1751816272735596,1.126510500907898,False,10kpbmc vs Rest,10kpbmc,Rest
MAGT1,0.4594,0.5406,-0.1627583403177919,0.0001171536,0.0001026764,1e-05,0.25,0.24646708,0.2051115,0.8526861,-7.971651,9.486652,0.13604577,0.17591004,0.11341385886840433,0.1465599390127692,1.1048362255096436,0.9696242213249207,False,10kpbmc vs Rest,10kpbmc,Rest
ETS2,0.4594,0.5406,-0.1627583403177919,8.180719e-05,0.00010318419,1e-05,0.25,-0.17184208,-0.11370993,2.081614,-8.856094,7.7567577,0.12155118,0.2712026,0.09485060394151303,0.16923956546598057,0.7611997127532959,0.9718487858772278,False,10kpbmc vs Rest,10kpbmc,Rest
SFXN5,0.4592,0.5408,-0.16356367643751857,4.29068e-05,4.151237e-05,1e-05,0.25,0.18547732,0.17272139,1.6097573,-6.1388025,7.590886,0.06675143,0.08633505,0.05886840432294978,0.07318467695826186,0.4815792143344879,0.4476564824581146,False,10kpbmc vs Rest,10kpbmc,Rest
PRKCD,0.4592,0.5408,-0.16356367643751857,9.02247e-05,0.00012756254,1e-05,0.25,-0.09135202,-0.07763338,1.871106,-5.6062727,5.0258455,0.16414495,0.3529636,0.12930705657978386,0.21307413760243948,0.9777042865753174,1.3003116846084595,False,10kpbmc vs Rest,10kpbmc,Rest
MGAT2,0.4592,0.5408,-0.16356367643751857,0.00010830091,9.499709e-05,1e-05,0.25,0.2124163,0.17471933,1.0656836,-4.1146574,5.0919647,0.12867133,0.1585668,0.10578512396694215,0.13321898227558604,1.1009007692337036,0.9303938150405884,False,10kpbmc vs Rest,10kpbmc,Rest
SLC2A6,0.459,0.5409999999999999,-0.1643690654837323,8.511264e-05,0.000100662626,1e-05,0.25,0.0638008,0.07594395,2.6199167,-7.5491457,8.507718,0.13858868,0.24776062,0.1010807374443738,0.15475509815132457,0.8514394760131836,0.9072145819664001,False,10kpbmc vs Rest,10kpbmc,Rest
PLIN3,0.459,0.5409999999999999,-0.1643690654837323,0.000114124814,0.00011455145,1e-05,0.25,0.14110473,0.15896797,1.0578908,-4.1286116,4.3373957,0.19046408,0.31065372,0.1537190082644628,0.21364589289117591,1.4099143743515015,1.348924994468689,False,10kpbmc vs Rest,10kpbmc,Rest
RUVBL1,0.459,0.5409999999999999,-0.1643690654837323,0.00014347091,0.00013090722,1e-05,0.25,0.0750569,0.14110088,1.8072195,-5.5297737,6.41201,0.12345836,0.16047265,0.10006357279084552,0.13760243948923195,1.264873743057251,1.2278797626495361,False,10kpbmc vs Rest,10kpbmc,Rest
AOAH,0.459,0.5409999999999999,-0.1643690654837323,0.00018849294,0.00021205563,1e-05,0.25,0.08704135,-0.014773846,3.361926,-11.785486,10.078916,0.2926891,0.60777587,0.20584869675778766,0.27672955974842767,2.1458680629730225,2.2596147060394287,False,10kpbmc vs Rest,10kpbmc,Rest
SYVN1,0.459,0.5409999999999999,-0.1643690654837323,6.4241e-05,5.9320115e-05,1e-05,0.25,0.17169206,0.19908953,1.0796118,-6.0489416,9.450381,0.08569612,0.0882409,0.07031150667514303,0.08137983609681723,0.6941520571708679,0.615595281124115,False,10kpbmc vs Rest,10kpbmc,Rest
CD38,0.4588,0.5412,-0.16517450772288556,4.452513e-05,4.1810516e-05,1e-05,0.25,0.16081066,0.19383192,3.1067479,-13.156414,11.110689,0.16643357,0.07337526,0.041703750794659884,0.05431675242995998,0.46115389466285706,0.4287557601928711,False,10kpbmc vs Rest,10kpbmc,Rest
MIAT,0.4588,0.5412,-0.16517450772288556,0.0001151093,0.0001380092,1e-05,0.25,-0.14835742,-0.114587784,3.268762,-11.757486,10.424025,0.07628735,0.09357728,0.0628099173553719,0.07528111301696207,1.1204371452331543,1.3759751319885254,False,10kpbmc vs Rest,10kpbmc,Rest
ZNF710,0.4588,0.5412,-0.16517450772288556,2.9085773e-05,4.1127994e-05,1e-05,0.25,-0.20753191,-0.1862812,1.6786199,-6.9431877,6.2046633,0.045263827,0.09738898,0.041449459631277816,0.08023632551934438,0.2881665825843811,0.40738531947135925,False,10kpbmc vs Rest,10kpbmc,Rest
LPAR6,0.4586,0.5414,-0.16598000342153352,0.0001552859,0.0001685081,1e-05,0.25,-0.1506986,-0.13520098,1.8112442,-6.492818,6.929926,0.19885568,0.3133219,0.15766052129688493,0.21459881837240327,1.9160218238830566,2.00254225730896,False,10kpbmc vs Rest,10kpbmc,Rest
CPED1,0.4586,0.5414,-0.16598000342153352,7.838506e-06,1.4198902e-05,1e-05,0.25,-1.4024838,-1.4658189,3.9065135,-12.280282,11.161248,0.022631913,0.03887936,0.020470438652256832,0.033542976939203356,0.09129976481199265,0.12678420543670654,False,10kpbmc vs Rest,10kpbmc,Rest
RUFY3,0.4586,0.5414,-0.16598000342153352,7.360168e-05,8.533364e-05,1e-05,0.25,-0.18454745,-0.17609501,1.1607064,-5.7296753,5.624592,0.095486335,0.17571945,0.0821360457724094,0.13036020583190394,0.7188221216201782,0.8530500531196594,False,10kpbmc vs Rest,10kpbmc,Rest
AIFM1,0.4586,0.5414,-0.16598000342153352,6.9411435e-05,6.150843e-05,1e-05,0.25,0.06209835,0.16553259,1.3193223,-4.250904,5.3095417,0.07870311,0.10367829,0.0638270820089002,0.09205260148656375,0.6632522940635681,0.6498354077339172,False,10kpbmc vs Rest,10kpbmc,Rest
PCNX4,0.4584,0.5416000000000001,-0.166785552846338,0.00012072966,0.00014122178,1e-05,0.25,-0.22326906,-0.15384865,1.1220446,-6.4465427,2.9578772,0.10680229,0.16371259,0.09230769230769231,0.12673908900323994,1.173226237297058,1.2887660264968872,False,10kpbmc vs Rest,10kpbmc,Rest
CITED2,0.4584,0.5416000000000001,-0.166785552846338,0.0005068874,0.00055061164,1e-05,0.25,-0.09456358,-0.12176466,1.339698,-4.1391735,4.987008,0.49586776,0.88717365,0.3045136681500318,0.43358109395845246,5.4878458976745605,5.795409679412842,False,10kpbmc vs Rest,10kpbmc,Rest
TBC1D9,0.4584,0.5416000000000001,-0.166785552846338,5.1564173e-05,8.182254e-05,1e-05,0.25,-1.067554,-0.94526577,5.2431974,-15.118442,12.534057,0.08035601,0.16962074,0.06789574062301335,0.12673908900323994,0.4208757281303406,0.653954803943634,False,10kpbmc vs Rest,10kpbmc,Rest
RHOQ,0.4582,0.5418000000000001,-0.1675911562640643,0.00013148738,0.00013550241,1e-05,0.25,0.13609453,0.10607386,1.8686734,-6.03664,5.5569916,0.24157661,0.34000382,0.16312778130959948,0.20316371259767485,1.3148314952850342,1.319076657295227,False,10kpbmc vs Rest,10kpbmc,Rest
LINC01588,0.4582,0.5418000000000001,-0.1675911562640643,7.0108836e-05,6.0180188e-05,1e-05,0.25,-0.21488315,0.11691713,2.2444491,-9.26958,9.406663,0.059504133,0.0920526,0.05467260012714558,0.07337526205450734,0.8824540376663208,0.6112889647483826,False,10kpbmc vs Rest,10kpbmc,Rest
NAP1L1,0.4582,0.5418000000000001,-0.1675911562640643,0.0014634667,0.0013562295,1e-05,0.25,0.11489186,0.14066553,1.0485294,-6.5106745,3.9489346,1.2788303,2.0015247,0.5819453273998728,0.6510386887745379,11.639750480651855,12.040018081665039,False,10kpbmc vs Rest,10kpbmc,Rest
CLMN,0.4582,0.5418000000000001,-0.1675911562640643,3.2385866e-05,3.1788255e-05,1e-05,0.25,-0.9659379,-1.031775,4.2251277,-11.437846,9.881445,0.06789574,0.09910425,0.0586141131595677,0.07966457023060797,0.3443176746368408,0.35419929027557373,False,10kpbmc vs Rest,10kpbmc,Rest
TMEM140,0.458,0.542,-0.1683968139415848,2.4526293e-05,2.9254186e-05,1e-05,0.25,-0.25757447,-0.22060347,1.7303525,-7.8138113,6.257388,0.020089002,0.043262817,0.019326128417037507,0.03868877453783114,0.2254495918750763,0.2884312868118286,False,10kpbmc vs Rest,10kpbmc,Rest
DDX1,0.458,0.542,-0.1683968139415848,0.00012337083,0.00012930101,1e-05,0.25,-0.15893114,-0.16405821,0.991069,-7.167762,8.344383,0.12867133,0.20526014,0.10680228862047043,0.17591004383457215,1.2461248636245728,1.366837978363037,False,10kpbmc vs Rest,10kpbmc,Rest
CCR2,0.458,0.542,-0.1683968139415848,6.6258974e-05,5.2150965e-05,1e-05,0.25,0.1717347,0.2997141,4.178498,-12.752737,11.353096,0.109980926,0.153421,0.08658614113159567,0.10348770726129217,0.5706706047058105,0.5101784467697144,False,10kpbmc vs Rest,10kpbmc,Rest
DTX1,0.458,0.542,-0.1683968139415848,1.3906637e-05,7.9383035e-06,1e-05,0.25,1.026689,1.1034222,4.0105095,-10.385178,12.460254,0.014748887,0.01048218,0.012587412587412588,0.009910425004764627,0.17815816402435303,0.11663142591714859,False,10kpbmc vs Rest,10kpbmc,Rest
HSPD1,0.4578,0.5422,-0.16920252614587805,0.00045825762,0.0004551938,1e-05,0.25,-0.117470264,-0.12340689,1.3599083,-5.737499,6.1987257,0.51468533,0.6405565,0.2920534011443102,0.39527348961311226,4.4089860916137695,4.5035834312438965,False,10kpbmc vs Rest,10kpbmc,Rest
TNFRSF1B,0.4576,0.5424,-0.1700082931440291,0.00052256935,0.0006024907,1e-05,0.25,-0.036376704,-0.06543541,1.8551198,-10.634482,7.9705296,0.709218,1.3056985,0.3483788938334393,0.3987040213455308,4.707002639770508,5.422737121582031,False,10kpbmc vs Rest,10kpbmc,Rest
PPIF,0.4576,0.5424,-0.1700082931440291,8.22387e-05,0.00010677646,1e-05,0.25,-0.11718909,-0.10748148,1.613181,-5.6927824,5.799057,0.1509218,0.31942064,0.1140495867768595,0.17857823518200877,0.9112897515296936,1.1890740394592285,False,10kpbmc vs Rest,10kpbmc,Rest
MCTP1,0.4574,0.5426,-0.1708141152032311,3.722834e-05,4.1911553e-05,1e-05,0.25,-0.4127084,-0.4182706,3.615949,-11.09339,10.279213,0.078448825,0.124642655,0.06611570247933884,0.09510196302649133,0.36825430393218994,0.4180338978767395,False,10kpbmc vs Rest,10kpbmc,Rest
FUT8,0.4574,0.5426,-0.1708141152032311,7.620053e-05,7.577575e-05,1e-05,0.25,0.12275833,0.116931915,2.2859244,-7.3614836,7.256237,0.06993007,0.06918239,0.05556261919898284,0.0634648370497427,0.6790693998336792,0.801521360874176,False,10kpbmc vs Rest,10kpbmc,Rest
APOBEC3G,0.4572,0.5428,-0.17161999259078442,0.00033754547,0.0003531214,1e-05,0.25,-0.1289805,-0.031258583,2.2679203,-7.423006,7.584654,0.34850603,0.5355441,0.2326764144945963,0.3110348770726129,3.975943088531494,3.754805088043213,False,10kpbmc vs Rest,10kpbmc,Rest
RAB33B,0.4572,0.5428,-0.17161999259078442,3.694821e-05,3.998511e-05,1e-05,0.25,-0.23674504,-0.21501589,1.2274438,-6.160776,6.2079906,0.036617927,0.06365542,0.03471074380165289,0.055079092814941874,0.3827085494995117,0.4190620481967926,False,10kpbmc vs Rest,10kpbmc,Rest
HHEX,0.4572,0.5428,-0.17161999259078442,0.0001067832,0.00010599672,1e-05,0.25,-0.20009957,-0.2546029,4.079402,-11.46377,10.376015,0.17584234,0.32894987,0.1322314049586777,0.19325328759291024,1.1627169847488403,1.2061070203781128,False,10kpbmc vs Rest,10kpbmc,Rest
FHL1,0.4572,0.5428,-0.17161999259078442,4.339047e-05,3.1638403e-05,1e-05,0.25,0.10348907,0.23657036,3.5783777,-10.815927,9.957867,0.027844882,0.03525824,0.025174825174825177,0.02954068991804841,0.3952902853488922,0.2903069257736206,False,10kpbmc vs Rest,10kpbmc,Rest
ICOS,0.457,0.5429999999999999,-0.17242592557409897,0.00010225145,7.603655e-05,1e-05,0.25,0.082740754,0.29291296,4.5951605,-12.174967,13.424804,0.065988556,0.07051648,0.054291163382072474,0.0634648370497427,1.0035977363586426,0.9222779273986816,False,10kpbmc vs Rest,10kpbmc,Rest
RAB31,0.4568,0.5432,-0.1732319144206932,0.00015487545,0.00014115877,1e-05,0.25,-0.7704731,-0.63985157,5.359908,-13.975071,12.410995,0.33502862,0.46712407,0.19033693579148125,0.2195540308747856,1.5476454496383667,1.4552342891693115,False,10kpbmc vs Rest,10kpbmc,Rest
SRPRA,0.4568,0.5432,-0.1732319144206932,0.00022571748,0.00020274169,1e-05,0.25,0.13268897,0.17751741,0.9993297,-7.8320484,8.273854,0.24895105,0.2940728,0.18321678321678322,0.24147131694301505,2.2221429347991943,2.158510684967041,False,10kpbmc vs Rest,10kpbmc,Rest
STK38L,0.4568,0.5432,-0.1732319144206932,7.340871e-05,6.751261e-05,1e-05,0.25,0.16489819,0.17732048,1.0143843,-3.7197056,4.441928,0.104767956,0.15818563,0.08900190718372536,0.12178387650085763,0.7494808435440063,0.6753525733947754,False,10kpbmc vs Rest,10kpbmc,Rest
SDHB,0.4566,0.5434,-0.17403795939819489,0.00020774527,0.00017712453,1e-05,0.25,0.45507193,0.17418146,1.278452,-4.2339153,5.9418497,0.2689129,0.41528493,0.20991735537190082,0.28606822946445587,2.3641929626464844,1.9739019870758057,False,10kpbmc vs Rest,10kpbmc,Rest
PDIA5,0.4564,0.5436000000000001,-0.174844060774343,1.3976946e-05,1.11029085e-05,1e-05,0.25,0.30126435,0.34690857,2.0253863,-7.1344805,8.271868,0.029879212,0.023823136,0.023903369357914813,0.02210787116447494,0.15282638370990753,0.12467118352651596,False,10kpbmc vs Rest,10kpbmc,Rest
TSC22D1,0.4564,0.5436000000000001,-0.174844060774343,6.178538e-05,5.9322054e-05,1e-05,0.25,0.15765855,0.15195656,1.583034,-9.31355,8.310917,0.05060394,0.104059465,0.040940877304513665,0.05012388031255956,0.5578681230545044,0.49978020787239075,False,10kpbmc vs Rest,10kpbmc,Rest
FGFRL1,0.4564,0.5436000000000001,-0.174844060774343,2.1547916e-05,1.6929858e-05,1e-05,0.25,0.25767002,0.26535368,1.7950355,-7.422614,8.742409,0.017673235,0.024204306,0.016656071201525745,0.021345530779493044,0.21159091591835022,0.21224339306354523,False,10kpbmc vs Rest,10kpbmc,Rest
MANBA,0.4564,0.5436000000000001,-0.174844060774343,9.487458e-05,0.00011104473,1e-05,0.25,-0.14097717,-0.14312553,1.3258414,-6.052843,6.088994,0.12917991,0.23346674,0.11150667514303877,0.1745759481608538,0.9211663007736206,1.1219679117202759,False,10kpbmc vs Rest,10kpbmc,Rest
SRA1,0.4564,0.5436000000000001,-0.174844060774343,0.00017185835,0.00015401968,1e-05,0.25,0.2985243,0.17967176,0.9779511,-4.0158997,4.8790092,0.24361093,0.3283781,0.1870311506675143,0.24280541261673338,1.798523187637329,1.6509636640548706,False,10kpbmc vs Rest,10kpbmc,Rest
CENPF,0.4564,0.5436000000000001,-0.174844060774343,8.1560875e-06,1.4261247e-05,1e-05,0.25,-0.8996351,-0.9852085,2.8775196,-12.452164,9.194375,0.028862048,0.02839718,0.01080737444373808,0.013150371640937679,0.10276534408330917,0.15414412319660187,False,10kpbmc vs Rest,10kpbmc,Rest
C5AR1,0.4562,0.5438000000000001,-0.17565021881698617,0.00023850444,0.00010098007,1e-05,0.25,0.67089397,0.60943747,5.042345,-13.134105,14.513475,0.507438,0.32894987,0.20190718372536554,0.1602820659424433,2.481968641281128,1.0739539861679077,False,10kpbmc vs Rest,10kpbmc,Rest
NCAPG2,0.456,0.544,-0.17645643379408515,2.2102486e-05,1.3518472e-05,1e-05,0.25,0.396473,0.34408998,2.1339917,-6.8897533,8.505444,0.023267642,0.015627978,0.019453273998728544,0.0137221269296741,0.19591276347637177,0.11908236145973206,False,10kpbmc vs Rest,10kpbmc,Rest
LIMA1,0.4558,0.5442,-0.1772627059737124,5.9250426e-05,5.8686168e-05,1e-05,0.25,0.008437161,0.053494453,2.7735615,-8.436359,8.413181,0.047933884,0.06727654,0.0410680228862047,0.05908137983609682,0.5710651278495789,0.6559953689575195,False,10kpbmc vs Rest,10kpbmc,Rest
COL9A2,0.4558,0.5442,-0.1772627059737124,1.4416602e-05,1.5163651e-05,1e-05,0.25,-0.43289688,-0.4073372,2.411523,-7.93824,7.9529114,0.019961856,0.0396417,0.01792752701843611,0.033542976939203356,0.1573040932416916,0.16573260724544525,False,10kpbmc vs Rest,10kpbmc,Rest
IGHG1,0.4558,0.5442,-0.1772627059737124,0.0009389841,1.9927806e-05,1e-05,0.25,3.6831708,3.7213993,5.067084,-15.965856,23.53428,1.935283,0.2275586,0.028734901462174188,0.012959786544692205,1.5488560199737549,0.3327147662639618,False,10kpbmc vs Rest,10kpbmc,Rest
RAB30,0.4556,0.5444,-0.1780690356240523,4.397471e-05,3.5199715e-05,1e-05,0.25,0.28956634,0.2617588,3.8865035,-10.889829,11.796863,0.037507948,0.031255957,0.03254926891290528,0.02858776443682104,0.45915329456329346,0.2934192717075348,False,10kpbmc vs Rest,10kpbmc,Rest
OSCAR,0.4556,0.5444,-0.1780690356240523,5.941273e-05,6.854023e-05,1e-05,0.25,-0.77831674,-0.74598026,4.278322,-12.115102,10.517401,0.12727273,0.21364589,0.09841068022886204,0.1457975986277873,0.6154599189758301,0.6788477897644043,False,10kpbmc vs Rest,10kpbmc,Rest
CPNE7,0.4554,0.5446,-0.17887542301340298,2.330673e-05,2.4408516e-06,1e-05,0.25,2.4572287,2.340497,4.0912237,-8.866789,14.834106,0.016274635,0.002096436,0.01385886840432295,0.0020964360587002098,0.1947556734085083,0.022181976586580276,False,10kpbmc vs Rest,10kpbmc,Rest
CX3CR1,0.4554,0.5446,-0.17887542301340298,0.00015458974,0.00020573536,1e-05,0.25,-0.42290404,-0.35618258,5.816517,-16.407965,15.4946575,0.17444374,0.3948923,0.12472981563890655,0.21059653135124834,1.344852328300476,1.9901230335235596,False,10kpbmc vs Rest,10kpbmc,Rest
FAM241A,0.4554,0.5446,-0.17887542301340298,6.873855e-05,5.941475e-05,1e-05,0.25,0.10704525,0.14929867,1.8856771,-7.8508883,7.659192,0.07171011,0.0958643,0.06369993642720916,0.08042691061558986,0.6355522274971008,0.5295625925064087,False,10kpbmc vs Rest,10kpbmc,Rest
CARD9,0.4552,0.5448,-0.17968186841017575,4.6227527e-05,4.497252e-05,1e-05,0.25,0.2233488,0.29505825,3.1463091,-8.801483,8.873255,0.09040051,0.13645893,0.07565162110616656,0.10463121783876501,0.4376768469810486,0.42773252725601196,False,10kpbmc vs Rest,10kpbmc,Rest
HPSE,0.4552,0.5448,-0.17968186841017575,4.49931e-05,3.6852685e-05,1e-05,0.25,0.26266068,0.19779444,2.3983169,-8.392369,9.61089,0.088111885,0.10329712,0.07463445645263828,0.08118925100057175,0.4940873682498932,0.40689024329185486,False,10kpbmc vs Rest,10kpbmc,Rest
BLMH,0.455,0.5449999999999999,-0.18048837208289548,7.537927e-05,8.3974686e-05,1e-05,0.25,-0.15913273,-0.13572168,1.4386686,-5.9234905,7.1199884,0.078067385,0.10520297,0.06433566433566433,0.09433962264150944,0.7034533023834229,0.7623329162597656,False,10kpbmc vs Rest,10kpbmc,Rest
TOMM34,0.455,0.5449999999999999,-0.18048837208289548,1.8308143e-05,1.541007e-05,1e-05,0.25,0.22239555,0.2744851,1.7221651,-6.3602934,6.4325504,0.028862048,0.03106537,0.02504767959313414,0.029159519725557463,0.2620389461517334,0.18160976469516754,False,10kpbmc vs Rest,10kpbmc,Rest
LGALS9,0.455,0.5449999999999999,-0.18048837208289548,0.00014378181,0.00018233543,1e-05,0.25,-0.12920326,-0.06934214,2.129021,-9.578816,5.798913,0.2808646,0.57995045,0.18410680228862047,0.2664379645511721,1.569535493850708,1.9602417945861816,False,10kpbmc vs Rest,10kpbmc,Rest
